candidate_id,yoe,current_title,current_industry,current_company,current_company_size,n_jobs,total_career_months,avg_tenure_months,current_tenure_months,n_short_stints,current_title_class,title_core_ml,title_ml_adjacent,title_swe_generic,title_non_eng,title_research,title_cv,ml_role_months,applied_ml_years,n_core_ml_jobs,evid_strong_ir,evid_med_ml,evid_weak_hype,evid_eval,evid_deploy,evid_scale,domain_nlp_ir,domain_cv,has_retrieval_evidence,has_shipped_ranking,has_eval_evidence,has_production_evidence,domain_is_cv_primary,n_services_jobs,n_product_jobs,n_ai_product_jobs,n_neutral_jobs,product_ratio,services_ratio,ever_product,all_jobs_services,ever_services_only,current_company_class,current_is_services,current_is_ai_product,earliest_ml_year,has_pre_llm_ml,ai_evidence_recent_only,location_city,location_tier,location_score,is_india,willing_to_relocate,notice_period_days,notice_score,preferred_work_mode,expected_salary_min,expected_salary_max,last_active_date,days_since_active,activity_recency_score,recruiter_response_rate,interview_completion_rate,open_to_work_flag,applications_30d,avg_response_time_hours,avail_modifier,profile_completeness_score,verified_email,verified_phone,linkedin_connected,github_activity_score,has_github,certification_count,best_edu_tier,has_ml_degree,hp_expert0,hp_skilldur_gt_career,hp_tenure_gt_career,hp_sum_overlap,hp_current_enddate,hp_edu_impossible,hp_end_before_start,hp_expert_overload,hp_senior_no_history,honeypot_flag,honeypot_reasons,gate_services_only,gate_research_only,gate_cv_primary,gate_recent_llm_only,gate_wrong_role_stuffer,semantic_fit
CAND_0000011,2.0,QA Engineer,Software,Pied Piper,11-50,2,23,11.5,13,2,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,0,0,0,2,0.0,0.0,False,False,False,neutral,False,False,,False,True,hyderabad,B,0.85,True,False,90,0.6,flexible,15.5,13.9,2026-01-19,128,0.467,0.56,0.45,False,0,184.4,0.7512,59.2,True,True,True,32.3,True,2,2,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000012,1.1,Operations Manager,Manufacturing,Stark Industries,1001-5000,1,13,13.0,13,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,1,0.0,0.0,False,False,False,neutral,False,False,,False,False,chandigarh,C,0.6,True,False,60,0.8,flexible,14.8,7.9,2025-10-28,211,0.121,0.16,0.42,False,1,38.4,0.5832,53.4,True,False,False,,False,0,3,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000013,1.1,Civil Engineer,Manufacturing,Globex Inc,501-1000,1,13,13.0,13,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,1,0.0,0.0,False,False,False,neutral,False,False,,False,False,dubai,D,0.25,False,False,30,1.0,remote,11.6,8.1,2026-03-26,62,0.742,0.28,0.33,True,3,80.3,0.8579,44.2,True,False,False,35.6,True,0,2,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000014,8.4,Frontend Engineer,Food Delivery,Zomato,5001-10000,3,100,33.333333333333336,33,0,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,0,1,0,2,0.333,0.0,True,False,False,product,False,False,,False,True,hyderabad,B,0.85,True,False,90,0.6,remote,9.0,30.0,2026-04-12,45,0.812,0.8,0.55,False,1,7.7,0.8906,61.9,True,True,False,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000015,5.4,Software Engineer,Fintech,Razorpay,1001-5000,3,64,21.333333333333332,31,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,0,1,0,2,0.333,0.0,True,False,False,product,False,False,,False,True,trivandrum,C,0.6,True,False,90,0.6,remote,21.8,18.9,2026-02-12,104,0.567,0.32,0.72,True,3,117.7,0.8417,79.4,True,True,False,,False,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000016,5.3,Accountant,IT Services,Infosys,10001+,3,63,21.0,18,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,2,0,0,1,0.0,0.667,False,False,True,services,True,False,,False,False,gurgaon,B,0.85,True,False,60,0.8,hybrid,6.1,8.1,2025-12-21,157,0.346,0.64,0.66,True,5,205.6,0.8475,69.4,False,False,True,42.9,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000017,12.3,Accountant,IT Services,Wipro,10001+,4,146,36.5,27,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,2,0,0,2,0.0,0.5,False,False,True,services,True,False,,False,False,bangalore,C,0.6,True,False,90,0.6,hybrid,13.8,8.4,2025-11-04,204,0.15,0.27,0.32,False,4,197.4,0.6075,38.7,True,False,False,,False,2,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000018,6.6,Frontend Engineer,Manufacturing,Acme Corp,201-500,3,78,26.0,33,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,True,bhubaneswar,C,0.6,True,False,120,0.4,onsite,12.3,26.4,2026-02-18,98,0.592,0.16,0.7,False,11,154.6,0.7149,34.8,False,False,False,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000019,6.5,Project Manager,Conglomerate,Wayne Enterprises,10001+,3,77,25.666666666666668,44,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,False,trivandrum,C,0.6,True,False,60,0.8,hybrid,12.5,7.7,2026-05-21,6,0.975,0.34,0.31,False,9,100.0,0.8272,38.6,False,True,False,,False,0,1,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000020,6.3,Mechanical Engineer,IT Services,Wipro,10001+,3,75,25.0,36,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,1,0,0,2,0.0,0.333,False,False,True,services,True,False,,False,True,ahmedabad,C,0.6,True,False,30,1.0,remote,17.2,18.2,2025-10-05,234,0.025,0.55,0.71,False,9,207.8,0.6517,73.0,True,False,True,,False,1,1,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000021,14.5,Project Manager,IT Services,Wipro,10001+,6,172,28.666666666666668,30,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,4,0,1,0,0,0,False,False,False,True,False,4,0,0,2,0.0,0.667,False,False,True,services,True,False,,False,True,bhubaneswar,C,0.6,True,True,60,0.8,hybrid,10.9,24.4,2025-11-21,187,0.221,0.49,0.53,False,8,98.7,0.6797,58.5,True,True,True,6.4,True,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000022,1.1,Mechanical Engineer,Software,Hooli,1001-5000,1,13,13.0,13,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,0,0,0,1,0.0,0.0,False,False,False,neutral,False,False,,False,True,sydney,D,0.25,False,False,150,0.2,remote,12.3,8.5,2026-05-03,24,0.9,0.27,0.45,True,2,30.2,0.9015,63.1,True,False,False,,False,1,2,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000023,3.7,Software Engineer,Manufacturing,Acme Corp,201-500,2,44,22.0,14,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,0,1,0,1,0.5,0.0,True,False,False,neutral,False,False,,False,True,new york,D,0.25,False,False,30,1.0,flexible,17.4,20.5,2026-04-06,51,0.787,0.57,0.9,False,2,64.8,0.8559,50.7,True,True,False,48.5,True,0,2,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000024,7.5,HR Manager,IT Services,TCS,10001+,2,89,44.5,38,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,2,0,0,0,0.0,1.0,False,True,True,services,True,False,,False,True,trivandrum,C,0.6,True,True,60,0.8,flexible,9.9,22.1,2026-01-20,127,0.471,0.78,0.72,False,4,238.2,0.8097,63.7,False,True,False,46.3,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,True,
CAND_0000025,7.3,Frontend Engineer,IT Services,Tech Mahindra,10001+,3,87,29.0,33,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,2,1,0,0,0.333,0.667,True,False,False,services,True,False,,False,True,vizag,C,0.6,True,False,120,0.4,hybrid,18.8,30.7,2026-03-30,58,0.758,0.74,0.7,True,11,128.0,0.9726,70.7,True,True,True,,False,2,4,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000026,6.8,Graphic Designer,Software,Initech,51-200,3,80,26.666666666666668,43,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,True,kochi,C,0.6,True,False,30,1.0,hybrid,17.1,8.0,2025-10-03,236,0.017,0.59,0.49,False,7,45.4,0.6467,80.3,True,False,True,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000027,3.9,DevOps Engineer,IT Services,Infosys,10001+,2,46,23.0,36,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,0,0,0,0,False,False,False,False,False,2,0,0,0,0.0,1.0,False,True,True,services,True,False,,False,True,kolkata,C,0.6,True,False,90,0.6,hybrid,17.9,20.2,2026-05-07,20,0.917,0.58,0.61,True,5,112.3,0.9757,31.0,False,True,True,38.6,True,0,1,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,True,False,
CAND_0000028,1.1,Operations Manager,IT Services,Wipro,10001+,1,13,13.0,13,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,1,0,0,0,0.0,1.0,False,True,True,services,True,False,,False,False,dubai,D,0.25,False,True,60,0.8,remote,12.9,17.2,2026-03-31,57,0.762,0.14,0.86,False,7,13.2,0.7616,51.2,True,True,False,,False,1,3,True,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,True,
CAND_0000029,7.2,Business Analyst,IT Services,Wipro,10001+,3,85,28.333333333333332,16,2,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,2,0,0,1,0.0,0.667,False,False,True,services,True,False,,False,False,noida,A,1.0,True,False,60,0.8,onsite,17.5,19.1,2025-09-29,240,0.0,0.12,0.67,False,8,48.4,0.5575,40.5,True,False,True,42.5,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000030,10.0,Marketing Manager,Paper Products,Dunder Mifflin,201-500,3,118,39.333333333333336,51,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,True,kochi,C,0.6,True,False,60,0.8,flexible,14.7,14.2,2025-10-27,212,0.117,0.66,0.73,False,0,131.1,0.6977,59.7,True,True,False,21.7,True,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000031,6.0,Recommendation Systems Engineer,Food Delivery,Swiggy,5001-10000,4,70,17.5,14,3,core_ml,True,False,False,False,False,False,70,5.83,4,3,4,0,2,3,0,6,0,True,True,True,True,False,0,3,1,0,1.0,0.0,True,False,False,product,False,False,2020.0,True,False,hyderabad,B,0.85,True,True,60,0.8,flexible,27.3,60.2,2026-05-24,3,0.988,0.91,0.6,True,2,76.1,1.0589,83.4,False,True,False,32.6,True,0,2,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,
CAND_0000032,8.1,.NET Developer,IT Services,Cognizant,10001+,3,95,31.666666666666668,28,0,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,0,0,0,0,False,False,False,False,False,2,0,0,1,0.0,0.667,False,False,True,services,True,False,,False,True,gurgaon,B,0.85,True,True,150,0.2,flexible,18.3,15.7,2025-12-29,149,0.379,0.69,0.78,False,3,58.6,0.7718,35.4,True,False,False,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000033,8.6,Graphic Designer,IT Services,Wipro,10001+,3,102,34.0,31,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,1,0,0,2,0.0,0.333,False,False,True,services,True,False,,False,False,pune,A,1.0,True,False,30,1.0,remote,8.3,13.0,2026-03-27,61,0.746,0.08,0.37,True,9,210.9,0.821,74.0,False,True,False,38.3,True,1,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000034,14.5,Business Analyst,IT Services,Wipro,10001+,7,170,24.285714285714285,14,2,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,3,0,0,4,0.0,0.429,False,False,True,services,True,False,,False,True,ahmedabad,C,0.6,True,False,90,0.6,hybrid,14.4,28.0,2026-01-03,144,0.4,0.15,0.41,False,7,253.5,0.6505,41.2,True,True,False,,False,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000035,4.3,Full Stack Developer,Manufacturing,Globex Inc,501-1000,2,51,25.5,33,0,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,0,0,0,0,False,False,False,False,False,1,0,0,1,0.0,0.5,False,False,True,neutral,False,False,,False,True,hyderabad,B,0.85,True,False,60,0.8,onsite,11.2,22.8,2026-02-06,110,0.542,0.34,0.5,False,4,178.0,0.7284,56.2,True,True,False,,False,2,3,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000036,11.3,Project Manager,Software,Initech,51-200,5,134,26.8,16,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,1,0,0,4,0.0,0.2,False,False,True,neutral,False,False,,False,False,trivandrum,C,0.6,True,False,60,0.8,remote,15.3,9.7,2025-12-12,166,0.308,0.4,0.78,True,4,236.6,0.7961,81.8,True,False,False,,False,0,3,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000037,14.3,Business Analyst,Manufacturing,Stark Industries,1001-5000,5,170,34.0,51,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,0,0,0,5,0.0,0.0,False,False,False,neutral,False,False,,False,False,dubai,D,0.25,False,False,30,1.0,onsite,8.8,14.2,2025-12-11,167,0.304,0.78,0.82,False,6,107.1,0.773,25.6,True,True,True,,False,1,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000038,6.7,Java Developer,Food Delivery,Swiggy,5001-10000,3,79,26.333333333333332,31,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,0,0,0,0,False,False,False,False,False,0,1,0,2,0.333,0.0,True,False,False,product,False,False,,False,True,coimbatore,C,0.6,True,True,90,0.6,flexible,9.2,15.9,2026-03-31,57,0.762,0.2,0.75,True,9,61.0,0.8681,35.8,True,True,False,37.8,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000039,3.9,Marketing Manager,Manufacturing,Acme Corp,201-500,2,46,23.0,22,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,0,0,0,2,0.0,0.0,False,False,False,neutral,False,False,,False,False,bhubaneswar,C,0.6,True,True,30,1.0,hybrid,17.4,16.0,2026-04-18,39,0.838,0.52,0.74,False,0,40.1,0.8504,28.3,False,True,True,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000040,1.6,Customer Support,Manufacturing,Globex Inc,501-1000,1,19,19.0,19,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,1,0.0,0.0,False,False,False,neutral,False,False,,False,False,kochi,C,0.6,True,False,90,0.6,remote,7.6,8.2,2026-01-31,116,0.517,0.46,0.8,False,6,268.3,0.7612,39.5,True,False,False,,False,0,4,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000041,13.7,Operations Manager,Software,Hooli,1001-5000,5,162,32.4,42,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,1,0,0,4,0.0,0.2,False,False,True,neutral,False,False,,False,False,delhi,B,0.85,True,True,90,0.6,remote,5.4,9.3,2026-03-16,72,0.7,0.07,0.85,True,9,135.3,0.8315,75.9,True,True,True,,False,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000042,5.0,HR Manager,Conglomerate,Wayne Enterprises,10001+,3,59,19.666666666666668,26,1,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,1,0,1,0,1,0,False,False,False,True,False,2,0,0,1,0.0,0.667,False,False,True,neutral,False,False,,False,True,berlin,D,0.25,False,True,30,1.0,flexible,10.5,18.8,2025-10-23,216,0.1,0.58,0.35,False,8,24.8,0.6585,58.6,True,True,False,,False,2,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000043,8.3,Cloud Engineer,Food Delivery,Swiggy,5001-10000,4,99,24.75,30,0,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,2,1,0,1,0.25,0.5,True,False,False,product,False,False,,False,True,chandigarh,C,0.6,True,True,120,0.4,remote,6.3,21.2,2026-01-01,146,0.392,0.04,0.72,False,8,223.5,0.6419,57.0,True,True,False,,False,0,4,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000044,5.7,Frontend Engineer,IT Services,Tech Mahindra,10001+,2,68,34.0,50,0,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,0,0,0,0,False,False,False,False,False,1,0,0,1,0.0,0.5,False,False,True,services,True,False,,False,True,indore,C,0.6,True,False,90,0.6,remote,8.8,12.3,2025-12-11,167,0.304,0.66,0.66,False,7,179.1,0.741,30.6,True,False,False,6.5,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000045,12.2,Project Manager,Software,Initech,51-200,7,143,20.428571428571427,15,4,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,2,0,0,5,0.0,0.286,False,False,True,neutral,False,False,,False,False,indore,C,0.6,True,True,60,0.8,hybrid,9.7,12.3,2026-04-24,33,0.863,0.62,0.33,True,0,20.8,0.9561,25.4,True,True,True,,False,2,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000046,7.8,Mechanical Engineer,Software,Hooli,1001-5000,3,93,31.0,30,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,False,london,D,0.25,False,True,30,1.0,remote,7.6,28.0,2026-02-20,96,0.6,0.41,0.4,False,6,209.8,0.752,74.8,True,True,True,20.9,True,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
CAND_0000047,2.4,Project Manager,IT Services,TCS,10001+,1,28,28.0,28,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,1,0,0,0,0.0,1.0,False,True,True,services,True,False,,False,False,kochi,C,0.6,True,False,90,0.6,remote,13.3,19.2,2026-03-22,66,0.725,0.39,0.54,False,5,109.1,0.7863,79.7,True,True,False,,False,0,3,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,True,
CAND_0000048,9.7,Mobile Developer,Fintech,CRED,1001-5000,4,114,28.5,28,1,swe_generic,False,False,True,False,False,False,0,0.0,0,0,0,2,0,1,0,0,0,False,False,False,True,False,1,1,0,2,0.25,0.25,True,False,False,product,False,False,,False,True,hyderabad,B,0.85,True,False,120,0.4,flexible,12.6,26.6,2026-04-06,51,0.787,0.65,0.42,True,3,97.9,0.9479,62.2,False,True,False,,False,2,2,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,
CAND_0000049,11.8,Mechanical Engineer,Conglomerate,Wayne Enterprises,10001+,3,141,47.0,49,0,non_eng,False,False,False,True,False,False,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,3,0.0,0.0,False,False,False,neutral,False,False,,False,False,berlin,D,0.25,False,False,120,0.4,onsite,12.9,18.8,2026-05-13,14,0.942,0.59,0.56,False,2,109.3,0.8814,64.0,True,False,True,,False,0,3,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,
